Возраст;Субъект;Пол;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
25-29 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;2,8;2,7;2,5;2,5;2,1;2;1,8;1,4;1,3;1,1;1,4
30-34 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;1,6;1,6;1,5;1,4;1,3;1,5;1,3;1,3;1;1;1,5
30-34 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;1,5;1,4;1,4;1,3;1,3;1,4;1,1;1,1;0,9;0,9;1,4
30-34 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;2,2;2,4;2,1;2,1;1,7;2,1;1,7;2;1,3;1,5;2,3
30-34 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;5,2;5,1;5;5,4;4,2;3,7;3;3,1;3;3;3,3
30-34 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;5;5;4,9;5,3;4;3,7;2,8;2,8;2,8;2,8;3,1
30-34 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;5,7;5,7;5,4;5,8;5,1;3,8;3,9;4;3,8;3,8;4
30-34 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;3,4;3,4;3,3;3,5;2,8;2,6;2,2;2,2;2;2;2,4
30-34 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;3,2;3,2;3,1;3,3;2,6;2,5;2;2;1,8;1,9;2,3
30-34 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;4;4,1;3,8;4;3,5;3;2,9;3,1;2,7;2,7;3,2
35-39 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;2,4;2;2,3;2,1;2,3;2,3;1,9;2,1;1,9;2;2,2
35-39 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;2,2;1,9;2,2;2;2,2;2,3;1,8;1,8;1,7;2;1,9
35-39 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;2,8;2;2,9;2,4;2,9;2,5;2,4;3,1;2,6;2,1;3,7
35-39 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;6,7;6,5;6,2;6,2;6,4;6;5,4;5,4;5;5,5;5,4
35-39 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;6,6;6,4;6;6,2;6,4;6,1;5,5;5,3;4,8;5,4;5,3
35-39 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;7,3;6,9;6,9;6,4;6,5;5,9;5,2;5,5;5,7;6;6
35-39 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;4,5;4,2;4,2;4,1;4,3;4,2;3,7;3,7;3,5;3,8;3,8
35-39 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;4,3;4,1;4;4;4,2;4,1;3,6;3,6;3,3;3,7;3,6
35-39 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;5,1;4,5;5;4,5;4,7;4,3;3,9;4,4;4,3;4,2;4,9
40-44 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;2,6;2,5;2,9;2,7;2,8;2,6;2,2;2,7;2,2;2,8;3,2
40-44 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;2,4;2,4;3;2,8;2,7;2,6;2,2;2,5;2,2;2,6;3
40-44 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;3;3,1;2,4;2,5;3,3;2,6;2,1;3,6;2,1;3,3;3,9
40-44 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;8,3;7,8;7,4;8,1;8;7,6;7,1;7,6;7,1;7,7;8,4
40-44 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;8,1;7,5;7,4;7,9;7,8;7,7;7;7,5;7,2;7,4;8,4
40-44 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,7;8,8;7,4;8,6;8,4;7,5;7,4;7,9;6,8;8,7;8,5
40-44 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;5,4;5,1;5,1;5,3;5,3;5;4,6;5,1;4,6;5,2;5,7
40-44 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;5,2;4,9;5,1;5,2;5,1;5;4,5;4,9;4,6;5;5,6
40-44 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;5,9;6;4,9;5,6;5,9;5,1;4,8;5,8;4,5;6,1;6,3
45-49 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;4,1;3,3;3,4;3,7;3,1;3,2;3,3;3,1;3,1;3,8;4,5
45-49 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;3,8;3,2;3,3;3,4;3,2;3,3;3,3;2,9;3;3,4;4,4
45-49 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;4,8;3,5;3,7;4,6;3;2,8;3,5;3,5;3,7;5,1;4,7
45-49 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;12,2;11,1;10,8;10,5;10,7;9,9;9,1;8,6;8,9;10;10,7
45-49 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;12,1;10,8;10,8;10,4;10,5;9,8;8,9;8,9;8,7;9,8;10,8
45-49 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;12,5;11,9;10,6;10,8;11,2;10,2;9,7;7,5;9,5;10,5;10,4
45-49 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;8;7;6,9;7;6,8;6,4;6,1;5,7;5,9;6,8;7,5
45-49 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;7,7;6,8;6,8;6,7;6,6;6,4;5,9;5,8;5,7;6,5;7,5
45-49 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;8,7;7,7;7,2;7,7;7,1;6,6;6,6;5,5;6,6;7,8;7,6
50-54 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;5,3;5;5;4,7;5;5,1;4,3;4,4;4,5;5,4;6,5
50-54 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;5,1;4,6;4,9;4,4;4,8;4,8;4,4;4,3;4,2;5,2;6,6
50-54 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;5,8;6,3;5,2;5,3;5,4;5,9;4,1;4,7;5,2;6,2;6,3
50-54 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;17;15,8;14,5;14,7;14,2;14,8;12,9;13,4;12,6;13,4;15
50-54 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;16,5;15,2;14,3;14,8;14,4;14,8;12,7;13,3;12,2;13,4;15,3
50-54 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;18,5;17,4;15;14,4;13,7;14,9;13,2;13,8;13,8;13,5;14,3
50-54 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;10,7;10;9,4;9,3;9,3;9,6;8,3;8,6;8,3;9,2;10,5
50-54 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;10,2;9,4;9,2;9,1;9,2;9,4;8,2;8,4;7,9;9;10,6
50-54 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;12,1;11,8;10,1;9,8;9,5;10,4;8,6;9,2;9,5;9,8;10,3
55-59 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;8,2;7;7,6;7,5;6,9;6,8;6,3;6,4;6,1;8;10,1
55-59 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;7,6;6,7;7,2;7,2;6,6;6,8;6,2;6,1;5,6;7,8;9,3
55-59 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;10,4;8;9,2;8,8;7,8;6,9;6,7;7,4;7,4;8,6;12,6
55-59 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;24,1;23,5;21,9;21,8;22;19,9;18,4;19;17,7;21;22,5
55-59 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;23,4;23,8;22,1;21,5;21,5;19,9;18,1;19,2;17,9;21,1;22,7
55-59 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;26,1;22,9;21,4;22,7;23,3;19,8;19,3;18,3;17,4;20,7;22
55-59 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;15,1;14,2;13,9;13,8;13,6;12,7;11,7;12,1;11,3;13,9;15,8
55-59 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;14,2;13,9;13,5;13,3;13;12,5;11,4;11,9;11;13,7;15,3
55-59 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;17,9;15,1;15;15,5;15,3;13,2;12,8;12,7;12,3;14,5;17,2
5-9 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,1;0,2;0,2;0,2;0,3;0,2;0,2;0,1;0,1;0,1;0,1
5-9 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,1;0,3;0,2;0,2;0,2;0,1;0,1;0,1
5-9 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,1;0,2;0,2;0,2;0,3;0,1;0,3;0,1;0,2;0,2;0,1
5-9 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,4;0,3;0,3;0,3;0,2;0,2;0,2;0,2;0,3
5-9 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,4;0,4;0,2;0,2;0,2;0,2;0,3;0,2;0,2;0,3
5-9 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,6;0,7;0,3;0,6;0,5;0,3;0,3;0,2;0,3;0,2;0,3
5-9 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,3;0,2;0,3;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,3;0,3;0,2;0,3;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,5;0,3;0,4;0,4;0,2;0,3;0,1;0,2;0,2;0,2
60-64 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;11,8;10,3;10,5;10,6;10,5;10;9,7;9,5;8,9;12;16,8
60-64 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;11;9,9;9,7;10;9,9;9,4;9,4;8,9;8,5;11,3;16,5
60-64 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;14,6;12,1;13,4;12,9;12,5;12,1;11,1;11,9;10;14,6;17,5
60-64 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;34,8;32,2;31,4;30,7;31,4;30,6;27,9;29,4;27,3;32,7;35,7
60-64 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;34;31,3;30,3;29,5;30,4;31,3;27,5;29,1;27,3;33,2;35,4
60-64 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;37,5;35;34,8;34,6;34,2;28,6;29,2;30,2;27,2;31,6;36,5
60-64 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;21,3;19,4;19,1;18,9;19,1;18,5;17,3;17,8;16,6;20,8;24,9
60-64 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;20,4;18,5;18;17,8;18,1;18,2;16,6;17;16,2;20,2;24,4
60-64 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;24,7;22,3;23;22,6;22,3;19,6;19,4;20,4;18;22,5;26,4
65-69 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;17,4;15,6;16,1;14,7;16,5;15,8;15,4;14,9;14,1;17,5;26,5
65-69 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;16,1;14,6;15,3;14;16;15,1;15,2;14,5;13,7;17,4;26,3
65-69 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;21,8;19,6;19,2;17,4;18,4;18,5;16,1;16,3;15,7;18;27,2
65-69 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;42,6;42;39,8;40,5;39,5;39,7;38,9;38;39,1;46,5;53,6
65-69 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;40,2;39,9;38,8;39,8;37,3;39,1;37,6;36,7;38,8;46,3;54,9
65-69 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;50,5;49,5;43,4;43,3;47,1;41,8;43,1;42,5;40,2;47;50,1
65-69 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;27;25,7;25,2;24,7;25,4;25,1;24,5;23,9;23,8;28,7;36,9
65-69 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;25,2;24,2;24,3;23,8;24,2;24,3;23,7;22,9;23,1;28,2;36,9
65-69 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;33;31,4;28,9;28;30,2;28,2;27,4;27,4;26,1;30,4;37
70-74 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;28,5;27,8;27,6;26,1;28;25,5;23,8;22,8;22,9;29,7;39,7
70-74 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;27,1;26,3;26,3;24,9;26,2;25,1;23;21,7;22,6;28,5;39,1
70-74 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;32,9;32,3;31,7;29,9;33,9;27;27,1;27,1;23,9;34,6;42,2
70-74 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;63,3;60;61,1;60,5;57,7;54,7;51,5;51,9;48,9;63,4;71,1
70-74 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;62;58,8;58,2;60,7;54,8;53,1;49,9;51,1;48;62,9;71
70-74 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;67,2;63,5;69,5;60,2;66,8;59,9;57,2;55;52,4;65,3;71,5
70-74 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;40,5;38,9;39,1;37,9;38,2;35,7;33,6;33,2;32,2;41,8;51
70-74 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;39;37,4;37,1;37,1;35,9;34,8;32,4;32,1;31,6;40,6;50,3
70-74 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;45,3;43,4;45;40,4;45,4;38,7;38,1;37,5;34,7;46,3;53,5
75-79 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;49,9;48,6;45,6;46,5;46,2;46,2;43,7;45,6;42,7;51,5;63,6
75-79 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;49;47,4;45;44,5;45,3;45,2;42,6;44,3;41,4;50,7;63,3
75-79 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;52,6;52,7;47,5;53,3;49,3;49,3;47,2;49,9;47,2;54,1;64,8
75-79 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;86,5;85,7;79,2;83;82,9;83,4;77,7;76,4;78,6;93,4;105,4
