Возраст матери;Субъект;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
25-29 лет;        Свердловская область;все население;83,1;73,2;62,9;55,9;61,2;60,2;60,4;60,8;63,9;59,8;64,1;67,4;74,9;78;79,3;77,2;78,9;86,7;93,4;98,8;104,5;105,8;113,7;118,1;120,2;123,3;121;109,6;103,5;96,6;97,3;99,5
25-29 лет;        Свердловская область;городское население;80,3;70,1;59,5;53,2;59,6;59,1;58,9;59,2;62,3;57,7;62,5;66,5;73,5;76,7;79,8;75,8;77,1;83,4;89,6;95,9;100,7;102,4;110,3;114,1;114,7;121,6;118,8;106,6;100,6;93,5;94,6;96,2
25-29 лет;        Свердловская область;сельское население;104,9;96,9;89,5;76,5;73,3;69,5;73,2;74,3;78,9;79,4;79,7;76,4;88,4;90,2;76;85,8;90,4;107,3;117,7;117,2;128,5;128,1;135,9;146;159,3;135,6;137,4;134,2;128;123,5;119,6;124,3
30-34 лет;        Свердловская область;все население;42;35,5;29,9;24,6;26;25,6;26,8;27,6;30;29,6;32,8;37,1;41,2;43,7;46;45,7;48,7;55,5;61,4;67,4;72,9;74,9;82,3;85,4;89,5;94,3;96,1;88,2;86,1;81,5;77,4;77,5
30-34 лет;        Свердловская область;городское население;39,9;33,5;28,4;23,2;25,3;25,1;25,9;27,3;29,5;29;31,9;36,9;41,1;43,4;46,7;45,8;48,5;54,3;60;65,9;72;74,1;82,2;84,2;87,8;94,3;95,8;87,4;85,1;79,9;75,2;75
30-34 лет;        Свердловская область;сельское население;59,3;51,9;42;35,5;31,9;29,6;34,3;29,7;33,9;34,9;40;39,1;42,2;46,9;40,6;45,3;50,3;62,8;70,4;77,3;78,6;80,1;83,2;93,4;101,6;93,9;98,1;94;94,3;95,1;96,3;99,8
35-39 лет;        Свердловская область;все население;17;13,7;11,6;8,8;9;8,6;9;9;9,8;9,1;10,2;11,7;13,6;15,1;16,4;17,2;18,8;23,7;27,3;29,1;32,8;35,1;39,2;42,2;45,1;46,2;46,5;44,1;46,2;44,8;44,5;45,9
35-39 лет;        Свердловская область;городское население;15,5;12,5;10,5;8,1;8,1;8;8,5;8,4;9,1;8,6;9,9;11,3;13,4;14,9;16,5;17,1;18,9;23,1;26,9;28,7;32,7;34,8;39,3;41,9;44,9;46,4;47;44,1;45,7;43,9;43,7;44,7
35-39 лет;        Свердловская область;сельское население;30,7;24;21;14,8;16,1;13,7;13,5;13,7;15,5;13;12,8;14,8;14,9;16,2;15,6;18;18,5;26,9;30;31,6;33,9;37,3;38,6;44,1;46,6;44,4;43,3;44,2;50,3;51,8;51,2;55,7
40-44 лет;        Свердловская область;все население;3,9;3,1;2,9;1,8;1,9;1,7;1,8;1,6;1,8;1,9;1,9;2;2,1;2,5;2,5;2,5;3,1;3,7;5;4,9;5,7;7,1;7,5;8,8;9,2;9,2;9,7;9,6;10,3;10,1;10,2;10,6
40-44 лет;        Свердловская область;городское население;3,4;2,6;2,5;1,6;1,7;1,5;1,6;1,4;1,6;1,7;1,8;1,8;2;2,4;2,5;2,4;3;3,5;4,9;4,9;5,6;7;7,6;8,8;9,1;9,2;9,8;9,5;10,4;10,3;10,2;10,5
40-44 лет;        Свердловская область;сельское население;8,8;7,9;6,5;3,9;4,6;3,5;3,2;3,4;3;3,5;3,1;3,1;2,8;3,7;2,6;3,1;3,5;4,9;5,7;5,1;6,4;7,2;7;8,5;9,9;8,8;9,5;10,1;9,9;8,6;10,4;11,4
45-49 лет;        Свердловская область;все население;0,1;0,2;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,2;0,2;0,1;0,3;0,3;0,4;0,5;0,4;0,5;0,6;0,6;0,5;0,7;0,8
45-49 лет;        Свердловская область;городское население;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,2;0,3;0,1;0,2;0,3;0,4;0,4;0,4;0,6;0,7;0,7;0,6;0,7;0,9
45-49 лет;        Свердловская область;сельское население;0;0,8;0,7;0,2;0,3;0,1;0,4;0,2;0,3;0,1;0,2;0;0,3;0,2;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,3;0,1;0,2;0,6;0,4;0,3;0,2;0,4;0,4;0,4;0,6
50-54 лет;        Свердловская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1;0
50-54 лет;        Свердловская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1;0
50-54 лет;        Свердловская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Смоленская область;все население;49,5;48,8;48;45;49;42,8;37,4;33,9;32,2;30,2;27,7;28,4;28,2;28,8;29,3;27,9;28,4;29,7;29;31,2;27,2;26;24,8;26,2;25,8;23,2;19;16,4;12,2;11,4;9,5;10,3
15-19 лет;        Смоленская область;городское население;39,8;38,6;40,1;38,4;43,3;37;33;29,2;27,6;24,8;23,5;24,1;22,8;24,5;25,5;22;22,5;22,7;23,3;24,5;19,6;19;17,1;19,5;19,1;19,4;15,4;13,2;10,5;9,7;8,3;8,7
15-19 лет;        Смоленская область;сельское население;86,2;85,3;74,6;65,7;66,8;60,7;51,3;48,3;46,7;47,2;41,5;43,1;45,9;41,7;39,7;43,3;44,5;49,9;46,4;51,7;50,1;47,6;49;47,3;47,4;35,7;30,8;27,2;18,1;17,1;13,5;15,1
20-24 лет;        Смоленская область;все население;155,8;145,9;132;116;119,7;109,8;103,1;94;91,2;84;85,3;90;92,1;93,2;90,4;83,4;81,6;80,7;83,2;88,7;80,2;81,6;79,2;81,5;80,5;78,6;73,5;65,7;61;58,9;54,2;51,8
20-24 лет;        Смоленская область;городское население;146;133,1;120,8;107,9;109,9;101;95,3;87;84,8;79;80,1;85,7;86,7;86,4;81,9;75,1;72,3;71,6;73,9;77,9;68,7;72,6;69,4;68,8;66,1;75,3;70,2;62,9;59,5;57;52,7;51
20-24 лет;        Смоленская область;сельское население;185,9;185,6;168;143,2;153,8;140,9;130,6;118,4;113,5;101,5;103,3;105,4;111,6;117,4;119,6;110,6;111,1;108,6;111;120,5;114,2;109;110,6;124,7;131,4;90,3;84,8;74,5;65,6;64,6;58,7;54,3
25-29 лет;        Смоленская область;все население;84,8;75,7;63,3;59;60,8;60,8;58,5;55;55,8;50,9;56,7;60,5;65,7;69,2;68,8;67,6;66,1;74,8;80,4;84;87,9;88,3;89,8;93,3;98;97,6;98,8;85,2;81,8;74,7;73,1;71,1
25-29 лет;        Смоленская область;городское население;80,6;71,4;59,3;54,9;57,6;57,8;56,9;52;53,8;49,6;56;60;64;68,6;67,1;65,5;63,8;71,4;78;80,5;86;87,4;87;93,3;97;104,2;103,9;89,5;83,7;76,5;75,6;74,8
25-29 лет;        Смоленская область;сельское население;97,2;88,2;74,5;70,2;69,6;69,3;63,2;64,1;62,3;55,2;59,1;62;71,5;71,2;74,6;74,8;74;86,6;88,9;95,4;94;91,5;98,5;93,4;100,7;78,4;83,8;72,2;76,1;69,3;65,6;60,4
30-34 лет;        Смоленская область;все население;43,6;36;29,9;24,8;25,5;25,7;25,2;25,2;25,3;23,5;24,9;28;32,1;36;36,3;36,2;39,6;44,3;48,4;51,9;56,1;57,2;63;63,3;67,9;70,2;73;67,7;62,7;59,9;56,2;54,6
30-34 лет;        Смоленская область;городское население;40,4;32,1;27,2;23,5;23,5;24,1;23,7;24,5;24,5;23,1;24,7;27,6;32;36,3;35,8;36,6;40,6;43,2;49;50;57,4;57,7;63,9;63,9;69,2;75,9;79,9;73;69;63,6;59,2;57,8
30-34 лет;        Смоленская область;сельское население;53,8;48,4;38,4;28,7;31,3;30,1;29,5;27;27,7;24,7;25,7;29,1;32,4;35;38,1;34,8;36;48,2;46,1;58,5;51,4;55,4;60;61;63,7;52,7;52,6;52,4;44,7;49,1;47,6;45,2
35-39 лет;        Смоленская область;все население;16,8;15,3;12,2;10,5;9,3;8;9;8;8,8;7,1;7,5;8,9;10,7;11;12,4;12,2;14,3;17;18,9;21,7;24,1;25;26,4;29,2;31,3;31,8;33,9;33,8;33,7;31,8;31,3;30,6
35-39 лет;        Смоленская область;городское население;14,1;12,7;10,1;8,7;7,8;6,6;7,5;7,4;7,7;6,6;7;8,4;11,2;11,1;12,6;12,7;14,1;16;18,8;20,7;24,4;25,3;26,8;30,2;32,5;33,7;37,2;36,4;36;33,5;33,1;32,6
35-39 лет;        Смоленская область;сельское население;26,2;24,5;19,5;16,4;14,1;12,4;13,6;9,9;12,3;8,6;9,1;10,4;9,1;10,6;12;10,7;14,6;20;19,2;24,9;23,4;24,2;24,7;25,7;27,6;25,9;23,2;25,8;26,6;26,4;26;25
40-44 лет;        Смоленская область;все население;4;3,9;3;2,1;2;2,1;2;1,7;1,7;1,4;1,7;1,7;1,8;1,7;1,7;1,6;2,2;2,7;3;2,7;4,2;4,6;5,7;5,7;5,5;6,1;5,7;7,4;6,2;6,1;7;6,6
40-44 лет;        Смоленская область;городское население;3;3;2;1,3;1,5;1,7;1,5;1,3;1,6;1,4;1,4;1,6;1,8;1,7;1,7;1,7;2,2;2,7;3,1;2,6;4,4;4,5;5,8;6,1;5,7;6;6,1;8;6,8;6,3;7,1;7,6
40-44 лет;        Смоленская область;сельское население;7,6;7,4;6,5;4,9;3,6;3,7;3,9;2,8;2,2;1,2;2,4;1,9;1,8;1,5;1,7;1,5;2,2;2,6;2,7;3,2;3,5;5,1;5,4;4,5;5,1;6,2;4,8;5,6;4,5;5,3;6,5;3,4
45-49 лет;        Смоленская область;все население;0,1;0,2;0;0,2;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0;0,1;0;0,1;0,1;0,1;0,1;0;0,2;0,1;0,1;0,2;0,3;0,1;0,3;0,3;0,1;0,2;0,4;0,4
45-49 лет;        Смоленская область;городское население;0;0,1;0;0,3;0;0;0,1;0;0;0;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0;0;0,1;0,2;0,1;0,2;0,2;0,1;0,3;0,3;0,1;0,2;0,4;0,5
45-49 лет;        Смоленская область;сельское население;0,3;0,5;0,2;0,2;0,4;0,2;0,2;0,3;0,3;0,1;0,4;0,2;0;0,1;0;0,2;0,2;0,1;0,2;0;0,3;0;0,3;0,2;0,3;0,1;0,3;0,2;0;0,2;0,5;0,1
50-54 лет;        Смоленская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Смоленская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Смоленская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1
15-19 лет;        Ставропольский край;все население;66;67,7;69;60,2;63,7;55,6;47,3;42,8;39,6;31,1;28,6;27,7;26,5;27,7;27,8;27,4;27,1;26,7;26,5;25,3;25;24;27,7;27,7;29,1;27,3;26,8;23,2;20,5;19,5;18,8;18,5
15-19 лет;        Ставропольский край;городское население;47,6;48,7;52,3;46,3;49,2;42;35,7;31;28,1;21,9;19,2;19,2;18,6;19,5;21,2;20,8;19,9;18,8;17,6;16,1;16,5;15,1;16,5;17,9;19,6;21;20,6;17,2;15,6;14;14,7;13,6
15-19 лет;        Ставропольский край;сельское население;94,6;94,6;90,8;77,4;81,4;72,5;62,4;58,4;55,9;45,5;43,9;41,7;38,8;39,4;36,3;35,6;36,6;38,1;40,3;40,1;38,3;37,1;42,8;40,3;41;35,2;34,4;30,5;26,4;26,2;23,8;24,4
20-24 лет;        Ставропольский край;все население;176;161,1;154,3;131,8;136;125,9;116,8;109,4;108,2;100,6;100,4;96,6;96;94,2;89,2;84,4;84,8;89,4;92,7;88,9;84,3;80,3;81,8;79,4;80,8;85,1;89,7;87,9;90,6;85,9;85,9;79,5
20-24 лет;        Ставропольский край;городское население;145,6;131,2;126,1;112,1;116,7;110,6;101,1;94,4;94;88,1;88,6;85,7;83,2;80,4;76,2;72,5;74,1;76,6;79,6;75,9;69;59,9;58,8;57,4;57,6;67,4;76;76,5;82,5;78,2;76,8;73,4
20-24 лет;        Ставропольский край;сельское население;217,9;202,9;193,7;159;162,7;147;138,5;129,9;128,1;118,7;117,4;112,8;115,8;116,2;110,3;103,3;100,7;107,6;111,2;107,5;107,4;114,5;123,5;122,1;126,5;118,1;112,5;104,5;101,3;95,8;97,5;87,3
25-29 лет;        Ставропольский край;все население;102,2;95,6;87,6;73,4;75,3;75,1;68,1;69,8;69,7;65,5;69,4;69,1;75,1;78,2;80,3;78,3;76,4;86,6;92,3;91;93,4;93,3;99,7;101,3;102,8;102,5;99,9;86,3;81,7;76,4;78,6;83,8
25-29 лет;        Ставропольский край;городское население;90;82,1;76,8;66;69,1;69,4;62,5;64,1;63,6;61,8;64,6;68,3;73,1;76,5;79,6;79;76,2;83,3;88;87,9;91;87,4;95,3;95,7;96,4;101,1;96,3;79,7;75,7;69,8;71;79,6
25-29 лет;        Ставропольский край;сельское население;117,1;111,8;100,4;82,1;82,7;82,2;75,4;77,4;78,2;70,8;76,3;70,3;78;80,6;81,4;77,3;76,7;91,5;98,9;95,8;96,9;102,3;106,4;110,2;113,6;104,9;106,8;99,8;94,5;90,4;93,8;91,4
30-34 лет;        Ставропольский край;все население;50,4;45,7;40,5;33,8;32,4;32,8;30;31,9;32,8;31,4;33,6;35;39,3;42,4;42,1;40,3;41,8;50,7;57,4;57,7;58,9;59,5;64,9;67,8;73,1;74;76,9;68,6;67,8;61;59,6;58,9
30-34 лет;        Ставропольский край;городское население;45;40;35,4;29,9;29,5;30,4;28,3;30,5;30,6;30,7;33,5;35,3;38,3;42,7;43,6;41,7;43,5;49,6;56,1;58,4;60;57,8;63,6;66,2;73,3;78,6;81,6;71,4;70,1;62,2;57,9;56,9
30-34 лет;        Ставропольский край;сельское население;57,3;53;46,9;38,5;35,9;35,8;32;33,5;35,6;32,3;33,7;34,7;40,7;42;39,9;38,2;39,2;52,2;59,3;56,7;57,1;62,1;66,9;70,3;72,8;66,3;68,9;63,7;63,8;58,9;63,1;63,2
35-39 лет;        Ставропольский край;все население;19,4;17,2;15,9;13,1;12,4;11,8;11,1;11,2;11;10,4;10,8;11,4;13;14,5;14,8;14,5;15,2;19,9;22,6;23;24,5;25,9;28,7;30,4;33,9;35,1;36,7;34,8;33,8;32,7;33,3;34,1
35-39 лет;        Ставропольский край;городское население;17;14,9;14,5;11,7;10,3;11,2;9,7;9,9;10;9,8;10,5;11,4;12,9;14;15,3;14,6;16,3;20,1;22,4;22,7;25,3;25,1;28,4;29,5;34,7;37,1;40,3;36,4;35,2;33,4;34,9;35,1
35-39 лет;        Ставропольский край;сельское население;22,8;20,5;17,9;15,1;15,1;12,6;12,8;12,9;12,3;11,2;11,2;11,3;13,1;15,2;14,2;14,5;13,7;19,6;23;23,5;23,3;27,2;29,1;31,8;32,7;32,1;30,8;32,1;31,4;31,6;30,4;32,3
40-44 лет;        Ставропольский край;все население;4,2;3,6;3,5;2,9;2,7;2,6;2,5;2,4;2,1;2,3;2,4;2,3;2,2;2,5;2,7;2,5;2,5;3,1;3,8;4,1;4,9;5,6;5,2;5,9;6,5;6,5;7,4;7,2;7,3;6,9;7,5;7,5
40-44 лет;        Ставропольский край;городское население;3,4;2,8;2,3;2,6;2,1;2,3;2,2;2,2;1,5;1,9;1,9;2,2;2;2,2;2,4;2,5;2,4;3;3,8;4,3;4,9;5,1;5,5;5,5;6,6;6,9;7,9;7,8;7,7;7,4;7,6;7,7
40-44 лет;        Ставропольский край;сельское население;5,5;4,9;5,3;3,4;3,5;3,1;2,9;2,7;2,8;2,8;3,1;2,4;2,6;2,8;3,1;2,5;2,5;3,2;3,9;3,9;4,9;6,4;5;6,4;6,3;6;6,7;6,3;6,6;6,1;7,3;7,2
45-49 лет;        Ставропольский край;все население;0,2;0,2;0,3;0,2;0,1;0,1;0,2;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,2;0,2;0,2;0,2;0,4;0,2;0,3;0,2;0,2;0,3;0,4;0,4;0,4;0,5;0,5
45-49 лет;        Ставропольский край;городское население;0,2;0,1;0,2;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,2;0,2;0,1;0,3;0,2;0,4;0,2;0,3;0,3;0,5;0,5;0,5;0,7;0,6
45-49 лет;        Ставропольский край;сельское население;0,2;0,3;0,4;0,3;0,2;0,2;0,2;0,2;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,2;0,5;0,2;0,2;0,2;0,2;0,4;0,3;0,1;0,3;0,2;0,3
50-54 лет;        Ставропольский край;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,1;0;0
50-54 лет;        Ставропольский край;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0;0
50-54 лет;        Ставропольский край;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Тамбовская область;все население;63,7;62,3;60,9;59,8;59,5;55,8;47,5;44,3;40,8;36,8;34,8;33,5;31,9;32,4;30,6;31,2;31,4;31,2;27,1;28,2;26,7;24,5;25,8;25,5;26;24,8;21,2;18,6;16,9;15,7;13,3;15,6
15-19 лет;        Тамбовская область;городское население;51,1;51;51,1;48,6;48,4;48,5;40,7;40,1;35,2;31,5;28,2;26,1;26,4;25,9;25,6;26,4;26,3;26,1;21,1;21,1;18,3;16,4;18,7;19,5;18,2;20,2;16,8;14,6;12,7;12,2;10,9;13,4
15-19 лет;        Тамбовская область;сельское население;88,8;83,1;77,5;77,5;76,9;67,5;58,8;51,2;50,2;45,9;46,3;46,9;41,6;43,1;38,2;38,1;38,6;38,4;35,8;38,6;38,9;36,2;36;34,3;37,3;31,6;28,1;24,9;23,5;21,2;17;19,2
20-24 лет;        Тамбовская область;все население;155,3;144,5;136,9;128,3;127,4;121,1;114,2;103,9;105,1;99;105,9;98,4;99,9;101,8;102,9;93,7;87,8;87,7;88,2;85,4;84,5;82,2;84,9;83,6;80,5;82;76,2;72,9;68,8;67;64,7;61
20-24 лет;        Тамбовская область;городское население;139,7;129,7;123,8;112,7;111,9;111,5;104,2;96,7;97,1;89,7;96,5;90,3;89,4;93,9;95,6;85,3;82,5;80,4;81,2;78;74,8;71,1;73,8;71,4;68,2;76,3;70,4;69,2;62,9;63,3;65,6;60,4
20-24 лет;        Тамбовская область;сельское население;182,4;170,5;160,9;157,3;156,2;138,7;132,2;116,6;119,2;115,4;122,7;113;119,4;116,6;116,4;108,6;96,7;99,2;99,1;96,9;99,7;100,3;103,5;104,5;102,2;92;86;79;78,2;72,8;63,4;62
25-29 лет;        Тамбовская область;все население;85,6;75,8;66,4;58,3;62,1;57,1;59;55;58,9;56,1;61,6;62;66,3;69,4;67,6;68,5;65,2;74,6;76,9;80,1;85,2;84,4;90,1;91,8;96,2;96,1;98,2;86,8;83,5;81,9;81,6;81,8
25-29 лет;        Тамбовская область;городское население;79,4;66,8;60,4;52,9;57,3;53,1;55,8;51,9;54,7;52,7;56,7;57,9;64,8;66,9;66,6;68,3;64;73,8;73,9;76,7;83,5;83,6;91,2;93,3;97,7;97,7;99,6;86,8;82;81,1;82,1;83,7
25-29 лет;        Тамбовская область;сельское население;96,2;90,8;76,1;67;69,8;63,5;64,3;60,3;66,2;62;69,9;68,9;68,9;73,9;69,4;68,9;67,2;76,1;82,3;86;88,3;85,9;88,2;89,3;93,6;93;95,5;86,7;86,8;83,7;80,6;78,3
30-34 лет;        Тамбовская область;все население;40,9;35,4;30,6;25,6;26,4;25,1;25,2;26,2;26,4;26,6;29,8;30,4;32,4;34,4;35,8;35,6;34,6;42;48,2;47,9;50,8;53,7;57,4;57,9;65,3;66,4;71,9;62,1;63,5;60,4;58,6;61,7
30-34 лет;        Тамбовская область;городское население;37,2;31,9;28,4;23,9;23,7;21,6;23,2;24,5;24,7;25,5;28,8;30;31,2;33,8;35,2;36;34,5;41,5;46,5;48,2;50,2;53,8;59,1;58,4;65,7;71,1;75,9;64,8;64,9;62,4;58,1;62
30-34 лет;        Тамбовская область;сельское население;47,8;41,9;34,3;28,6;30,9;30,8;28,3;29;29,1;28,2;31,4;31,1;34,4;35,3;36,8;34,8;34,8;42,9;51,1;47,3;52;53,5;54,1;57,1;64,5;57,2;64;56,7;60,6;56;59,9;61
35-39 лет;        Тамбовская область;все население;15,8;12,9;10,7;9,6;9,5;8,7;8,4;8,1;8,5;7,7;8;9,5;10,4;10,9;12,3;12,2;12,9;15,5;17,7;17,6;20,4;20,4;23,6;24,1;28,1;29,7;29,1;29,3;27,8;28,8;31,1;30,1
35-39 лет;        Тамбовская область;городское население;13;10,5;9,3;8,2;7,5;8;7,4;6,8;7,7;7,3;7,4;8,9;10,2;10,2;12;12,2;13,1;15,1;17;18,3;20,9;21;24,5;24,8;29;31;31,2;30,9;28,5;29,6;30,2;30,9
35-39 лет;        Тамбовская область;сельское население;21,6;17,8;13,4;12,4;13,1;9,9;10;10,4;9,6;8,4;9;10,3;10,8;11,9;12,9;12,1;12,7;16,2;19;16,5;19,6;19,5;22,1;23;26,7;27,2;25,2;26,3;26,5;27,1;33;28,3
40-44 лет;        Тамбовская область;все население;2,9;3,3;2,6;2,4;2;1,9;2,4;1,8;1,7;1,5;1,9;1,4;1,5;1,6;1,9;2;1,7;1,9;2,5;3,2;3,6;3,8;3,8;4;4,6;5,3;5,3;5,8;5,8;5,5;6,4;6,1
40-44 лет;        Тамбовская область;городское население;2,2;2,6;1,7;1,5;1,4;1,6;1,6;1,5;1,2;1,3;1,5;1;1,3;1,5;1,4;1,8;1,3;1,7;2,2;3,1;3,4;3;3,8;3,2;4,2;5,7;5,8;6;6,3;5,6;6,7;6,4
40-44 лет;        Тамбовская область;сельское население;4,2;4,8;4,6;4,2;3,1;2,5;3,8;2,4;2,6;1,9;2,7;1,9;2;1,6;2,7;2,2;2,3;2,3;3;3,3;4;5;3,8;5,2;5,3;4,7;4,5;5,3;4,9;5,2;5,9;5,5
45-49 лет;        Тамбовская область;все население;0,2;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0;0;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,2;0,2;0,1;0,2;0,1;0,3;0,2;0,1;0,2;0,2;0,2;0,1;0,1
45-49 лет;        Тамбовская область;городское население;0,1;0,1;0,1;0,1;0;0,2;0;0,1;0;0;0;0,1;0,1;0,2;0,1;0,1;0,1;0;0,1;0,1;0,1;0;0,1;0,1;0,2;0,2;0;0,3;0,3;0,3;0,1;0
45-49 лет;        Тамбовская область;сельское население;0,5;0,2;0,1;0,3;0,1;0,1;0,3;0,3;0;0,1;0,1;0,2;0;0,1;0,1;0;0,2;0,3;0,2;0,3;0,2;0,1;0,3;0,1;0,4;0,1;0,1;0,1;0,1;0,1;0,2;0,3
50-54 лет;        Тамбовская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1
50-54 лет;        Тамбовская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1
50-54 лет;        Тамбовская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Тверская область;все население;51,3;48,2;44,1;40,2;43,8;42,6;36,5;34,2;32,5;28,2;26,5;25,9;28,7;29,5;30,7;30;30,6;31,5;31,3;32,7;29,2;28,6;26,8;26,5;25,1;24,2;20,4;17,7;14,7;14,2;11,9;10,2
15-19 лет;        Тверская область;городское население;43,3;41,4;37,9;34,6;37,7;37,6;32;28,5;27,5;23,8;21,9;21;24;24,8;25,4;25,7;25,8;25,8;25,6;25,3;22;21,8;18,9;20,5;18,5;20;17,7;14,6;12,6;11,5;10,1;8,6
15-19 лет;        Тверская область;сельское население;85,2;75,2;67,5;60,3;65,1;60;52,7;54,6;50,2;44;43,1;44,4;46,5;45,6;47,1;42,6;44;47,8;47,9;55,8;53,5;52,6;55,7;48,6;49,2;39,9;30,8;29,7;23,2;24,9;19;16,5
20-24 лет;        Тверская область;все население;156,8;142,6;125,3;115,1;112,8;106,4;102,4;95,6;98,7;93,9;95,2;95,9;102,2;103,2;98,7;95,3;94,9;94,7;94,3;93,5;90,5;90;95,5;90,9;89,9;89,7;85,8;76,7;71,9;66,7;64,3;59,9
20-24 лет;        Тверская область;городское население;145;133,3;115,8;108,9;107,7;101;97,9;90,4;91,9;87;87,3;88,9;95,3;94,8;89,6;86,8;86,6;83,5;82,7;83,5;80,1;78,9;82,3;77,8;76,2;80,9;80;71,5;67,2;64,8;63,5;57,4
